Date,Predicted Lower Bound_Z,Predicted Upper Bound_Z
2023-10-16 14:00:00,0.014177991465216921,0.15377330730374306
2023-10-17 14:00:00,0.014177991465216921,0.15377330730374306
2023-10-18 14:00:00,0.021772471644467217,0.1613677874829933
2023-10-19 14:00:00,0.013360569175815629,0.15295588501434176
2023-10-20 14:00:00,0.027123618327564047,0.16671893416609018
2023-10-21 14:00:00,0.01666869261909132,0.15626400845761745
2023-10-22 14:00:00,0.01542788410235052,0.15502319994087665
2023-10-23 14:00:00,0.012364338074362324,0.15195965391288846
2023-10-24 14:00:00,0.011670423128193663,0.1512657389667198
2023-10-25 14:00:00,0.013617277533298777,0.1532125933718249
2023-10-26 14:00:00,0.01655353178877239,0.15614884762729853
2023-10-27 14:00:00,0.022808251359051568,0.16240356719757765
2023-10-28 14:00:00,0.009805628952121781,0.14940094479064792
2023-10-29 14:00:00,0.011385863569116639,0.15098117940764277
2023-10-30 14:00:00,0.018417697322106408,0.15801301316063254
2023-10-31 14:00:00,0.023996687416470153,0.16359200325499623
2023-11-01 14:00:00,0.023996687416470153,0.16359200325499623
2023-11-02 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-03 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-04 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-05 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-06 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-07 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-08 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-09 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-10 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-11 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-12 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-13 14:00:00,0.013855918698495673,0.1534512345370218
2023-11-14 14:00:00,0.013855918698495673,0.1534512345370218
