0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,sim_times,num_qubits_info,num_gates_info,num_params_info,circuit_depth_info,num_qubits_after_transpile,date,state_000,state_001,state_010,state_011,state_100,state_101,state_110,state_111
1.0,1.5707964,0.00014171342,4.660896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00014171342,4.660896e-05,0.0003941839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00014171342,4.660896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00014171342,4.660896e-05,0.009255343,3.0,0.0,7.5641125e-05,0.00011933505,0.009255343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.5641125e-05,0.00011933505,0.00619275,3.0,0.0,0.000111660906,0.00011170651,0.00619275,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00014171342,4.660896e-05,0.034,5.0,0.0,7.5641125e-05,0.00011933505,0.0268,5.0,0.0,0.000111660906,0.00011170651,0.0228,0.22626447677612305,3,7,0,4,3,2021-11-15 00:00:00,0.4678,0.0099,0.0085,0.0168,0.0098,0.0225,0.0282,0.4365
1.0,1.5707964,0.00013039219,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00013039219,5.0727504e-05,0.0002498644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00013039219,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00013039219,5.0727504e-05,0.010401724,3.0,0.0,8.819327e-05,0.000116567695,0.010401724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.819327e-05,0.000116567695,0.012734592,3.0,0.0,0.00013802898,0.00015233607,0.012734592,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00013039219,5.0727504e-05,0.0222,5.0,0.0,8.819327e-05,0.000116567695,0.0385,5.0,0.0,0.00013802898,0.00015233607,0.0247,0.21125268936157227,3,7,0,4,3,2021-11-15 06:00:00,0.4741,0.0084,0.0216,0.0206,0.0111,0.0213,0.0217,0.4212
1.0,1.5707964,0.000119909935,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.000119909935,5.0727504e-05,0.0002498644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.000119909935,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000119909935,5.0727504e-05,0.010401724,3.0,0.0,0.000114665636,0.000116567695,0.010401724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000114665636,0.000116567695,0.012734592,3.0,0.0,0.0001414177,0.00015233607,0.012734592,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.000119909935,5.0727504e-05,0.0222,5.0,0.0,0.000114665636,0.000116567695,0.0385,5.0,0.0,0.0001414177,0.00015233607,0.0247,0.21215033531188965,3,7,0,4,3,2021-11-15 12:00:00,0.4665,0.0102,0.0207,0.0197,0.0062,0.0231,0.0239,0.4297
1.0,1.5707964,0.000117721494,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.000117721494,5.0727504e-05,0.0002498644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.000117721494,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000117721494,5.0727504e-05,0.010401724,3.0,0.0,0.00010307624,0.000116567695,0.010401724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010307624,0.000116567695,0.012734592,3.0,0.0,9.468017e-05,0.00015233607,0.012734592,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.000117721494,5.0727504e-05,0.0222,5.0,0.0,0.00010307624,0.000116567695,0.0385,5.0,0.0,9.468017e-05,0.00015233607,0.0247,0.4160752296447754,3,7,0,4,3,2021-11-15 18:00:00,0.4663,0.0108,0.0201,0.0192,0.0086,0.0218,0.0187,0.4345
1.0,1.5707964,0.000105653184,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.000105653184,5.0727504e-05,0.0002498644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.000105653184,5.0727504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000105653184,5.0727504e-05,0.010401724,3.0,0.0,0.00013472477,0.000116567695,0.010401724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00013472477,0.000116567695,0.012734592,3.0,0.0,0.000109076245,0.00015233607,0.012734592,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.000105653184,5.0727504e-05,0.0222,5.0,0.0,0.00013472477,0.000116567695,0.0385,5.0,0.0,0.000109076245,0.00015233607,0.0247,0.49954867362976074,3,7,0,4,3,2021-11-16 00:00:00,0.472,0.0072,0.0201,0.0181,0.0095,0.0205,0.0191,0.4335
1.0,1.5707964,8.5719286e-05,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.5719286e-05,5.435734e-05,0.00029702627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,8.5719286e-05,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.5719286e-05,5.435734e-05,0.017024789,3.0,0.0,8.4319094e-05,7.558696e-05,0.017024789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.4319094e-05,7.558696e-05,0.0126061635,3.0,0.0,0.00014559283,0.000143266,0.0126061635,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,8.5719286e-05,5.435734e-05,0.0229,5.0,0.0,8.4319094e-05,7.558696e-05,0.0417,5.0,0.0,0.00014559283,0.000143266,0.0256,0.25098204612731934,3,7,0,4,3,2021-11-16 06:00:00,0.4792,0.0147,0.0092,0.0184,0.0095,0.0364,0.0188,0.4138
1.0,1.5707964,0.00010700199,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00010700199,5.435734e-05,0.00029702627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00010700199,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010700199,5.435734e-05,0.017024789,3.0,0.0,0.00011788778,7.558696e-05,0.017024789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011788778,7.558696e-05,0.0126061635,3.0,0.0,0.00010544536,0.000143266,0.0126061635,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00010700199,5.435734e-05,0.0229,5.0,0.0,0.00011788778,7.558696e-05,0.0417,5.0,0.0,0.00010544536,0.000143266,0.0256,0.23601365089416504,3,7,0,4,3,2021-11-16 12:00:00,0.4663,0.0134,0.0083,0.0213,0.0077,0.0353,0.0217,0.426
1.0,1.5707964,0.0001422185,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0001422185,5.435734e-05,0.00029702627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.0001422185,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001422185,5.435734e-05,0.017024789,3.0,0.0,0.000113283575,7.558696e-05,0.017024789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000113283575,7.558696e-05,0.0126061635,3.0,0.0,0.00014000846,0.000143266,0.0126061635,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0001422185,5.435734e-05,0.0229,5.0,0.0,0.000113283575,7.558696e-05,0.0417,5.0,0.0,0.00014000846,0.000143266,0.0256,0.4208970069885254,3,7,0,4,3,2021-11-16 18:00:00,0.4758,0.0134,0.011,0.0186,0.0092,0.0338,0.021,0.4172
1.0,1.5707964,0.00012699234,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00012699234,5.435734e-05,0.00029702627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00012699234,5.435734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012699234,5.435734e-05,0.017024789,3.0,0.0,0.00010184141,7.558696e-05,0.017024789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010184141,7.558696e-05,0.0126061635,3.0,0.0,0.00012660233,0.000143266,0.0126061635,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00012699234,5.435734e-05,0.0229,5.0,0.0,0.00010184141,7.558696e-05,0.0417,5.0,0.0,0.00012660233,0.000143266,0.0256,0.42438387870788574,3,7,0,4,3,2021-11-17 00:00:00,0.4602,0.0135,0.0091,0.0206,0.01,0.0354,0.0206,0.4306
1.0,1.5707964,0.00011873402,4.6536064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011873402,4.6536064e-05,0.00030150794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011873402,4.6536064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011873402,4.6536064e-05,0.009966521,3.0,0.0,0.00011948259,0.00015224816,0.009966521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011948259,0.00015224816,0.006055466,3.0,0.0,0.00012860823,0.00015978962,0.006055466,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011873402,4.6536064e-05,0.0259,5.0,0.0,0.00011948259,0.00015224816,0.054,5.0,0.0,0.00012860823,0.00015978962,0.0457,0.2337970733642578,3,7,0,4,3,2021-11-17 06:00:00,0.4567,0.0124,0.0118,0.0305,0.018,0.0456,0.0162,0.4088
