0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,sim_times,num_qubits_info,num_gates_info,num_params_info,circuit_depth_info,num_qubits_after_transpile,date,state_000,state_001,state_010,state_011,state_100,state_101,state_110,state_111
1.0,1.5707964,0.0001229411,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0001229411,3.669378e-05,0.00021382714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.0001229411,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001229411,3.669378e-05,0.005434182,3.0,0.0,0.00019099677,0.00018968202,0.005434182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00019099677,0.00018968202,0.005761642,3.0,0.0,9.4636656e-05,5.761106e-05,0.005761642,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0001229411,3.669378e-05,0.0238,5.0,0.0,0.00019099677,0.00018968202,0.0153,5.0,0.0,9.4636656e-05,5.761106e-05,0.0157,1.0616090297698975,3,7,0,4,3,2021-11-15 00:00:00,0.4838,0.0117,0.0057,0.0141,0.0048,0.0111,0.0171,0.4517
1.0,1.5707964,0.00012426653,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00012426653,3.669378e-05,0.00021521641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00012426653,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012426653,3.669378e-05,0.0057029347,3.0,0.0,0.0001551319,0.00017875555,0.0057029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001551319,0.00017875555,0.006846539,3.0,0.0,0.00010295613,5.2679894e-05,0.006846539,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00012426653,3.669378e-05,0.0206,5.0,0.0,0.0001551319,0.00017875555,0.0141,5.0,0.0,0.00010295613,5.2679894e-05,0.0166,0.49749064445495605,3,7,0,4,3,2021-11-15 06:00:00,0.4708,0.0099,0.0061,0.0148,0.0052,0.0111,0.0166,0.4655
1.0,1.5707964,0.00016039095,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00016039095,3.669378e-05,0.00021521641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00016039095,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00016039095,3.669378e-05,0.0057029347,3.0,0.0,0.00013659614,0.00017875555,0.0057029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00013659614,0.00017875555,0.006846539,3.0,0.0,0.00013682974,5.2679894e-05,0.006846539,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00016039095,3.669378e-05,0.0206,5.0,0.0,0.00013659614,0.00017875555,0.0141,5.0,0.0,0.00013682974,5.2679894e-05,0.0166,0.4607710838317871,3,7,0,4,3,2021-11-15 12:00:00,0.4762,0.0087,0.0043,0.0131,0.0053,0.0116,0.0141,0.4667
1.0,1.5707964,0.00012851186,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00012851186,3.669378e-05,0.00021521641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00012851186,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012851186,3.669378e-05,0.0057029347,3.0,0.0,0.00019678057,0.00017875555,0.0057029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00019678057,0.00017875555,0.006846539,3.0,0.0,0.00010918734,5.2679894e-05,0.006846539,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00012851186,3.669378e-05,0.0206,5.0,0.0,0.00019678057,0.00017875555,0.0141,5.0,0.0,0.00010918734,5.2679894e-05,0.0166,0.9559845924377441,3,7,0,4,3,2021-11-15 18:00:00,0.4921,0.0069,0.0062,0.013,0.0046,0.0084,0.0169,0.4519
1.0,1.5707964,5.1516858e-05,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.1516858e-05,3.669378e-05,0.00021521641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,5.1516858e-05,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.1516858e-05,3.669378e-05,0.0057029347,3.0,0.0,0.0001082156,0.00017875555,0.0057029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001082156,0.00017875555,0.006846539,3.0,0.0,0.00011766234,5.2679894e-05,0.006846539,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,5.1516858e-05,3.669378e-05,0.0206,5.0,0.0,0.0001082156,0.00017875555,0.0141,5.0,0.0,0.00011766234,5.2679894e-05,0.0166,0.5276870727539062,3,7,0,4,3,2021-11-16 00:00:00,0.4748,0.0092,0.0064,0.0121,0.0032,0.0123,0.0182,0.4638
1.0,1.5707964,0.00013810866,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00013810866,3.669378e-05,0.00024527786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00013810866,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00013810866,3.669378e-05,0.0065722005,3.0,0.0,0.000110325185,0.00014175285,0.0065722005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000110325185,0.00014175285,0.0064487085,3.0,0.0,0.00010243203,5.551781e-05,0.0064487085,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00013810866,3.669378e-05,0.0243,5.0,0.0,0.000110325185,0.00014175285,0.0131,5.0,0.0,0.00010243203,5.551781e-05,0.0159,0.5288279056549072,3,7,0,4,3,2021-11-16 06:00:00,0.4847,0.0075,0.0033,0.0119,0.0041,0.0094,0.0193,0.4598
1.0,1.5707964,0.00013356857,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00013356857,3.669378e-05,0.00024527786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00013356857,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00013356857,3.669378e-05,0.0065722005,3.0,0.0,0.0001497693,0.00014175285,0.0065722005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001497693,0.00014175285,0.0064487085,3.0,0.0,9.107276e-05,5.551781e-05,0.0064487085,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00013356857,3.669378e-05,0.0243,5.0,0.0,0.0001497693,0.00014175285,0.0131,5.0,0.0,9.107276e-05,5.551781e-05,0.0159,0.9978570938110352,3,7,0,4,3,2021-11-16 12:00:00,0.4805,0.0082,0.0059,0.0131,0.0041,0.0096,0.0197,0.4589
1.0,1.5707964,0.00010298852,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00010298852,3.669378e-05,0.00024527786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00010298852,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010298852,3.669378e-05,0.0065722005,3.0,0.0,8.371529e-05,0.00014175285,0.0065722005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.371529e-05,0.00014175285,0.0064487085,3.0,0.0,0.000120350225,5.551781e-05,0.0064487085,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00010298852,3.669378e-05,0.0243,5.0,0.0,8.371529e-05,0.00014175285,0.0131,5.0,0.0,0.000120350225,5.551781e-05,0.0159,0.5130770206451416,3,7,0,4,3,2021-11-16 18:00:00,0.4906,0.0085,0.0044,0.0117,0.004,0.0104,0.0201,0.4503
1.0,1.5707964,0.00010628048,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00010628048,3.669378e-05,0.00024527786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00010628048,3.669378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010628048,3.669378e-05,0.0065722005,3.0,0.0,8.371529e-05,0.00014175285,0.0065722005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.371529e-05,0.00014175285,0.0064487085,3.0,0.0,0.00012533719,5.551781e-05,0.0064487085,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00010628048,3.669378e-05,0.0243,5.0,0.0,8.371529e-05,0.00014175285,0.0131,5.0,0.0,0.00012533719,5.551781e-05,0.0159,0.5190465450286865,3,7,0,4,3,2021-11-17 00:00:00,0.4884,0.0083,0.0062,0.0116,0.0046,0.0095,0.0222,0.4492
1.0,1.5707964,6.997356e-05,2.8109105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.997356e-05,2.8109105e-05,0.00025779585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,6.997356e-05,2.8109105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.997356e-05,2.8109105e-05,0.0063895886,3.0,0.0,7.167295e-05,0.0001186422,0.0063895886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.167295e-05,0.0001186422,0.0061439807,3.0,0.0,0.0001093982,4.7273996e-05,0.0061439807,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,6.997356e-05,2.8109105e-05,0.021,5.0,0.0,7.167295e-05,0.0001186422,0.0136,5.0,0.0,0.0001093982,4.7273996e-05,0.0166,0.9089794158935547,3,7,0,4,3,2021-11-17 06:00:00,0.4807,0.0132,0.0053,0.015,0.0053,0.0103,0.0156,0.4546
